YEAR,MONTH,ENTRY_NUMBER,VERSION,ITEM_NUM,ENTRYSTATUS,REG_DATE,REGIME,CPC,QUANTITY,FOB_VALUE,CURRENCY,ENTRY_CUSTOM_VALUE,HS_CHAPTER,HSCODE,GOOD_DESCRIPTION,ORIGIN_COUNTRY_CODE,ORIGIN_COUNTRY_NAME,COUNTRY_OF_DESTINATION,COD_NAME,STATION,PLACE_OF_DISCHARGE,TOTAL_TAX_PAYABLE,TOTAL_TAX_PAID,IMPORT_DUTY,IMPORT_VAT,EXCISE,EXPORT_DUTY,IDF,RDL,RML,PRL,MSS,OTHER_TAX
2023,2023-04,23MBAIM401903457,1,4,Settled,15:00.0,IM4,IM400,10246.0,18315667.34,EUR,19792639.24,48,48043900,"BLEACHED KRAFT PAPER,""STARKRAFT FORMFILL""70G/M2 RW 100.5CM DIA 100CM CORE 7.60CM; 1; ",AT,Austria,KE,Kenya,MBA,CNT,621662,23135,203157,357557,0,0,30474,30474,0,0,0,0
2023,2023-03,23MBAEX301621587,1,1,Settled,50:09.0,EX3,EX312,40.0,73075.0,KES,73075.0,48,48194000,CARBON FOOT PRINT PAPER SACKS VALVE TYPE 2PLIES 80GSM/1INNER PLY 97GSM; 50; 10; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,24,24,0,0,0,0,0,0,0,0,24,0
2023,2023-04,23MBAEX302343937,1,1,Settled,11:57.0,EX3,EX312,182.0,61625.14,USD,61625.14,48,48194000,PAPER SACKS; 15; 380; ,LK,Sri Lanka,RU,Russian Federation,MBA,MEX,19,19,0,0,0,0,0,0,0,0,19,0
2023,2023-05,23MBAEX302563251,1,1,Settled,45:49.0,EX3,EX312,189.0,58557.26,USD,58557.26,48,48194000,PAPER SACKS; 0; 320; ,LK,Sri Lanka,PK,Pakistan,MBA,MEX,20,20,0,0,0,0,0,0,0,0,20,0
2023,2023-05,23MBAEX302552367,1,1,Settled,06:30.0,EX3,EX312,267.0,82990.24,USD,82990.24,48,48194000,PAPER SACKS; 0; 510; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,28,28,0,0,0,0,0,0,0,0,28,0
2023,2023-04,23MBAEX302347836,1,1,Settled,11:34.0,EX3,EX312,245.5,82662.92,USD,82662.92,48,48194000,PAPER SACKS; 25; 20;,LK,Sri Lanka,EG,Egypt,MBA,MEX,26,26,0,0,0,0,0,0,0,0,26,0
2023,2023-06,23NMAIM400280250,1,1,Removed,52:25.0,IM4,IM404,28853.0,3646596.59,USD,3646596.59,48,48041100,KRAFT LINER PAPER BOARD; 0;,TZ,Tanzania,KE,Kenya,NMA,NMA,583456,0,364660,583456,0,0,0,0,0,0,0,0
2023,2023-06,23MBAEX303077408,1,1,Settled,04:23.0,EX3,EX312,93.0,18400.94,USD,18400.94,48,48194000,PRINTED PAPER SACKS; 0; 150; ,AE,United Arab Emirates,AE,United Arab Emirates,MBA,MEX,12,12,0,0,0,0,0,0,0,0,12,0
2023,2023-05,23MBAEX303075010,1,1,Settled,38:37.0,EX3,EX312,242.0,79078.0,KES,79078.0,48,48194000,CARBON FOOT PRINT PAPER SACKS VALVE TYPE 2PLIES 80GSM/1INNER PLY 97GSM; 50; 10; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,26,26,0,0,0,0,0,0,0,0,26,0
2023,2023-06,23MBAIM403615223,1,1,Settled,37:59.0,IM4,IM400,50000.0,6272475.51,USD,6862136.78,48,48042100,UNBLEACHED SACK KRAFT SUBS 90 GSM; 1; ,SE,Sweden,KE,Kenya,MBA,CNT,2112291,0,686214,1207737,0,0,102933,102933,0,0,12474,0
2023,2023-06,23NBOIM706748180,1,1,Settled,39:35.0,IM7,IM751,24.0,20575.68,USD,20884.32,48,48191000,N; CK CORRUGATE BOX; 300; 2; 1; ,LK,Sri Lanka,KE,Kenya,NBO,TCC,250,250,7310,4512,0,0,0,0,0,0,0,250
2023,2023-06,23MBAEX303460090,1,1,Settled,36:20.0,EX3,EX312,210.0,65028.27,KES,65028.27,48,48194000,3 PLY PAPER SACKS; 1; 400; ,LK,Sri Lanka,RU,Russian Federation,MBA,MEX,24,24,0,0,0,0,0,0,0,0,24,0
2023,2023-06,23MBAEX303360089,1,1,Settled,20:23.0,EX3,EX312,263.7,59025.79,USD,59025.79,48,48194000,04 PLY PRINTED PAPER SACKS; 25; 142; ,LK,Sri Lanka,KZ,Kazakstan,MBA,MEX,28,28,0,0,0,0,0,0,0,0,28,0
2023,2023-01,22MBAEX305807424,1,1,Settled,54:41.0,EX3,EX312,247.0,71801.07,USD,71801.07,48,48194000,PAPER SACKS; 0; 510; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,24,24,0,0,0,0,0,0,0,0,24,0
2023,2023-01,22MBAEX305807566,1,1,Settled,18:29.0,EX3,EX312,247.0,71801.07,USD,71801.07,48,48194000,PAPER SACKS; 0; 510;,LK,Sri Lanka,EG,Egypt,MBA,MEX,24,24,0,0,0,0,0,0,0,0,24,0
2023,2023-01,23MBAEX300099050,1,1,Settled,11:37.0,EX3,EX312,258.0,79553.97,USD,79553.97,48,48194000,PAPER SACKS; 0; 510; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,24,24,0,0,0,0,0,0,0,0,24,0
2023,2023-01,23MBAEX300116898,1,1,Settled,30:25.0,EX3,EX312,258.0,79665.83,USD,79665.83,48,48194000,PAPER SACKS; 0; 510; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,25,25,0,0,0,0,0,0,0,0,25,0
2023,2023-01,23MBAEX300117793,1,1,Settled,59:04.0,EX3,EX312,258.0,79665.83,USD,79665.83,48,48194000,PAPER SACKS; 0; 510; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,25,25,0,0,0,0,0,0,0,0,25,0
2023,2023-01,23MBAEX300094015,1,1,Settled,47:45.0,EX3,EX312,258.0,79553.97,USD,79553.97,48,48194000,PAPER SACKS; 0; 510; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,24,24,0,0,0,0,0,0,0,0,24,0
2023,2023-01,23MBAIM400367131,1,1,Settled,21:26.0,IM4,IM492,606080.0,42152075.18,USD,46756735.59,72,72139110,"NON ALLOY STEEL WIRE RODS,GRADE:SAE 1006,SIZE:5.5MM; 606080; 1; 339404.8; ",ID,Indonesia,KE,Kenya,MBA,PO2,8921418,0,15054313,7481078,0,0,701352,701352,0,0,37636,0
2023,2023-01,23NBOIMC00835275,1,1,Settled,48:15.0,IMC,IM960,1.0,12387.12,USD,12572.92,48,48193000,SACK; 1; 1;,US,United States,KE,Kenya,NBO,DHL,292,0,23,14,0,0,3,2,0,0,0,250
2023,2023-01,23BUSIM400015136,1,1,Removed,00:27.0,IM4,IM404,8000.0,1502095.87,USD,1502095.88,72,72172000,STEEL AND TUBE INDUSTRIES LIMITED; CL; GI WIRE RODS COILS - 1.60MM; 8000; 1;,UG,Uganda,KE,Kenya,BUS,BSA,160224,0,350490,160224,0,0,0,0,0,0,0,0
2023,2023-01,22MBAEX305766850,1,1,Settled,32:06.0,EX3,EX312,1476.0,113422.07,USD,113422.07,48,48191000,NA; PACKING CORRUGATED CARTONS; 0; 124; ,CN,China,ER,Eritrea,MBA,MEX,137,137,0,0,0,0,0,0,0,0,137,0
