YEAR,MONTH,ENTRY_NUMBER,VERSION,ITEM_NUM,ENTRYSTATUS,REG_DATE,REGIME,CPC,QUANTITY,FOB_VALUE,CURRENCY,ENTRY_CUSTOM_VALUE,HS_CHAPTER,HSCODE,GOOD_DESCRIPTION,ORIGIN_COUNTRY_CODE,ORIGIN_COUNTRY_NAME,COUNTRY_OF_DESTINATION,COD_NAME,STATION,PLACE_OF_DISCHARGE,TOTAL_TAX_PAYABLE,TOTAL_TAX_PAID,IMPORT_DUTY,IMPORT_VAT,EXCISE,EXPORT_DUTY,IDF,RDL,RML,PRL,MSS,OTHER_TAX
2023,2023-09,23MBAEX305381311,1,1,Settled,16:03.0,EX3,EX312,215.0,72556.0,KES,72556.0,48,48194000,CARBON FOOT PRINT PAPER SACKS- VALVE TYPE - 2Plies 80GSM/1Inner ply 97GSM; 50; 8; ,LK,Sri Lanka,RU,Russian Federation,MBA,MEX,24,24,0,0,0,0,0,0,0,0,24,0
2023,2023-09,23MBAIM405742906,1,1,Settled,26:46.0,IM4,IM400,81000.0,8874337.94,USD,9601715.16,72,72172000,HOT DIPPED GALVANIZED WIRE 2MM WITH 1MM PVC COATED WIRE COLOUR RAL 6032 NO.; 81000; 0;,CN,China,KE,Kenya,MBA,MCD,6094748,0,3583179,2109584,0,0,240043,144026,0,0,17916,0
2023,2023-10,23EMKIM401079089,1,6,Settled,09:25.0,IM4,IM400,22.0,7745821.57,USD,8484409.31,48,48191000,N-Not Applicable; MAMAYAO PACKAGING; 1; 100; 1;,CN,China,KE,Kenya,EMK,ICD,15976,127270,5605,4324,5405,0,401,241,0,0,0,0
2023,2023-10,23MBAEX305731170,1,1,Settled,50:19.0,EX3,EX312,252.0,52759.2,USD,52759.2,48,48194000,PRINTED PAPER SACKS; 0; 400; ,AE,United Arab Emirates,CN,China,MBA,MEX,32,32,0,0,0,0,0,0,0,0,32,0
2023,2023-11,23NMAIM400603324,1,1,Removed,23:11.0,IM4,IM404,28920.0,5368873.59,USD,5368873.59,48,48042100,SACK KRAFT PAPER; 0;,TZ,Tanzania,KE,Kenya,NMA,NMA,859020,0,1879106,859020,0,0,0,0,0,0,0,0
2023,2023-11,23MBAEX306493412,1,1,Settled,10:13.0,EX3,EX312,240.0,88593.0,KES,88593.0,48,48194000,CARBON FOOT PRINT PAPER SACKS VALVE TYPE 2PLIES 80GSM/1INNER PLY 97GSM; 50; 10; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,28,28,0,0,0,0,0,0,0,0,28,0
2023,2023-11,23MBAEX306814555,1,1,Settled,17:29.0,EX3,EX312,259.54,74576.0,KES,74576.0,48,48194000,PAPER SACKS; 1; 500; ,IN,India,TR,Turkey,MBA,MEX,32,32,0,0,0,0,0,0,0,0,32,0
2023,2023-11,23NBOIMC12658650,1,2,Settled,53:10.0,IMC,IM960,7.0,38054.28,JPY,38625.09,48,48194000,"OUTER BAG (3 SIDES SEALED) CRAFT ,PRINTING INSTRUCTION STEPS PACHIT 100MM X; 3000; 1; ",JP,Japan,KE,Kenya,NBO,MAT,12904,250,7452,4599,0,0,533,320,0,0,0,0
2023,2023-11,23MBAIM406782428,1,1,Removed,50:45.0,IM4,IM492,24908.0,2010057.81,USD,2242599.2,48,48051100,SEMI CHEMICAL FLUTING; 0; 24908; ,FI,Finland,KE,Kenya,MBA,CNT,455160,0,784910,358816,0,0,56065,33639,0,0,6640,0
2023,2023-11,23MBAIM706978770,1,1,Removed,06:50.0,IM7,IM751,7849.82,2093809.65,GBP,2384757.11,48,48191000,N/A; PRINTED EMPTY TEA CARTONS; 350000; 1118; 1; ,LK,Sri Lanka,KE,Kenya,MBA,CNT,2400,2400,834665,643885,804856,0,0,0,0,0,2400,0
2023,2023-11,23NBOIMC13454903,1,3,Under control,41:09.0,IMC,IM960,0.5,1682.06,USD,1707.27,48,48193000,GREEN POTPOURI IN JUTE POTLI; 1; 1; ,IN,India,KE,Kenya,NBO,KAH,96,364,55,34,0,0,4,3,0,0,0,0
2023,2023-11,23NBOIM413232531,1,1,Removed,25:08.0,IM4,IM410,12432.0,1098973.5,KES,1373716.81,48,48043900,BLEACHED KRAFT PAPER SUBSTANCE 95 - 110 GSM; ,NL,Netherlands,KE,Kenya,NBO,NBF,832473,0,480801,296723,0,0,34343,20606,0,0,0,0
